anchor_id,block_index,slope
2023-07-16-primary,29,-0.012043490153172874
2023-07-16-primary,30,-0.051518326039387316
2023-07-16-primary,31,-0.03294502188183808
2023-07-16-primary,32,-0.07942450765864333
2023-07-16-primary,33,-0.015259846827133482
2023-07-16-primary,34,-0.010262308533916853
2023-07-16-primary,35,-0.03407357768052517
2023-07-16-primary,36,-0.05508561269146609
2023-07-16-primary,37,-0.1167535557986871
2023-07-16-primary,38,-0.05589195842450767
2023-07-16-primary,39,-0.018884026258205698
2023-07-16-hub,0,-0.05226012035010941
2023-07-16-hub,1,-0.07689195842450766
2023-07-16-hub,2,-0.09368654266958426
2023-07-16-hub,3,-0.01944256017505471
2023-07-16-hub,4,0.039702954048140046
2023-07-16-hub,5,-0.036757385120350115
2023-07-16-hub,6,-0.06678309628008752
2023-07-16-hub,7,0.0006991247264770233
2023-07-16-hub,8,-0.05353993435448578
2023-07-16-hub,9,0.01732959518599562
2023-07-16-hub,10,-0.03817696936542671
2023-07-16-hub,11,-0.10548194748358863
2023-07-16-hub,12,-0.029135667396061268
2023-07-16-hub,13,0.008253282275711152
2023-07-16-hub,14,-0.023384299781181617
2023-07-16-hub,15,-0.011906455142231955
2023-07-16-hub,16,-0.0659042669584245
2023-07-16-hub,17,-0.08554841356673962
2023-07-16-hub,18,-0.04157603938730854
2023-07-16-hub,19,-0.057115426695842464
2023-07-16-hub,20,-0.021646881838074384
2023-07-16-hub,21,-0.044591903719912465
2023-07-16-hub,22,-0.0026022975929978157
2023-07-16-hub,23,-0.09168025164113786
2023-07-16-hub,24,-0.033535010940919034
2023-07-16-hub,25,-0.04369611597374178
2023-07-16-hub,26,-0.05820486870897156
2023-07-16-hub,27,-0.012899343544857772
2023-07-16-hub,28,0.048627735229759314
2023-07-16-hub,29,-0.07953200218818379
2023-07-16-hub,30,-0.03325902625820569
2023-07-16-hub,31,-0.021065645514223172
2023-07-16-hub,32,-0.08122100656455142
2023-07-16-hub,33,-0.03694228665207877
2023-07-16-hub,34,-0.009319201312910285
2023-07-16-hub,35,-0.06464907002188185
2023-07-16-hub,36,0.012794857768052535
2023-07-16-hub,37,-0.03128966083150986
2023-07-16-hub,38,-0.04115672866520787
2023-07-16-hub,39,-0.15109245076586433
2026-07-22-primary,0,-0.1177707877461707
2026-07-22-primary,1,-0.08346854485776807
2026-07-22-primary,2,-0.09225027352297595
2026-07-22-primary,3,-0.12499206783369803
2026-07-22-primary,4,-0.040184080962800885
2026-07-22-primary,5,-0.07696799781181618
2026-07-22-primary,6,-0.0014824945295404852
2026-07-22-primary,7,-0.027269420131291043
2026-07-22-primary,8,-0.0900164113785558
2026-07-22-primary,9,-0.18056072210065646
2026-07-22-primary,10,-0.017924234135667395
2026-07-22-primary,11,0.027595733041575497
