k,N,p_bias,repetitions,mc_mean,mc_sd,mc_se,batch_means_json,formula_mean,signed_relative_error,absolute_relative_error,simultaneous_ci_low,simultaneous_ci_high,uncertainty_aware_error_upper,formula_sha256
4,14,1.0,6000,208.23416666666665,131.71684739351596,1.7004571879001038,"[212.085,216.645,221.615,211.025,201.835,213.995,210.84,220.425,198.685,194.525,204.1,210.395,224.23,202.045,199.475,212.915,203.91,219.575,196.045,202.075,194.21,212.185,207.575,202.79,207.305,218.82,207.255,202.135,193.505,224.805]",209.20586260090778,0.0046663616725135205,0.0046663616725135205,201.12338391157135,215.34494942176195,0.04018666816430505,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
4,14,1.06,6000,196.53783333333334,122.15058751247916,1.5769573038842781,"[206.925,194.63,205.19,195.79,205.705,190.75,205.45,197.185,182.515,200.815,198.45,202.45,194.16,180.215,204.065,197.135,197.97,192.075,194.735,178.855,197.21,201.645,189.2,209.34,192.48,200.365,188.025,201.2,184.075,207.53]",189.405560117167,-0.03628956875732835,0.03628956875732835,189.94348865839956,203.13217800826712,0.06757480782065695,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
4,14,1.275,6000,118.63566666666667,51.76111278448655,0.6682330926516007,"[116.145,115.365,118.235,117.555,116.83,112.81,120.83,120.365,117.88,124.49,125.32,116.16,121.64,121.52,122.245,112.17,115.34,115.245,117.855,117.325,118.87,117.075,117.5,118.84,118.965,116.72,125.93,125.295,117.555,116.995]",117.31843275334285,-0.011103186337923825,0.011103186337923825,115.84132383614893,121.4300094971844,0.033859642775840304,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
4,14,1.675,6000,68.00483333333334,20.16178463245462,0.2602875203710579,"[68.445,69.77,67.93,70.215,68.545,68.21,67.7,68.865,68.75,65.745,69.49,66.08,66.12,66.095,67.795,66.11,69.53,70.215,68.045,67.08,68.49,66.4,68.485,67.73,67.71,67.025,68.275,68.105,68.765,68.425]",67.45263442747489,-0.008119994988470623,0.008119994988470623,66.91639192805066,69.09327473861602,0.023745296736155108,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
4,14,1.875,6000,56.815333333333335,14.606304195195854,0.18856657632544357,"[56.66,57.95,58.45,57.86,57.855,56.98,56.545,55.28,54.81,57.8,57.385,55.87,57.37,55.085,55.715,57.735,54.055,56.37,58.265,57.385,56.18,55.715,55.12,57.045,55.195,56.68,57.725,56.81,58.465,60.1]",56.47547310079028,-0.005981839982335515,0.005981839982335515,56.02680659554575,57.60386007112092,0.01958873882648604,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
4,28,0.325,6000,83.01833333333333,16.656077010282193,0.21502902957990386,"[84.375,82.685,84.28,83.185,80.33,83.135,82.385,81.195,83.035,82.635,84.1,81.315,82.34,81.865,81.575,83.335,81.83,83.52,83.155,81.3,84.315,82.78,83.545,86.79,83.47,84.685,81.915,83.38,84.195,83.9]",81.31779568156493,-0.020483880890988737,0.020483880890988737,82.11914885150004,83.91751781516662,0.030979492736280978,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
4,28,0.525,6000,117.50666666666666,30.4996119091701,0.39374829663335065,"[115.345,116.305,118.565,118.935,113.955,113.245,117.315,118.215,115.38,120.305,117.115,116.895,119.62,119.97,115.31,118.15,117.11,116.74,114.905,119.86,120.58,121.61,118.095,119.015,117.235,114.845,116.205,116.41,119.225,118.74]",116.68068176901289,-0.0070292598801807125,0.0070292598801807125,115.86013382980876,119.15319950352456,0.020750745635147894,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
4,28,0.725,6000,202.86266666666666,70.65083908253366,0.9120984105407766,"[198.825,205.82,207.71,188.93,199.345,199.675,206.09,202.445,206.395,193.71,204.54,198.475,208.64,197.555,202.095,196.39,204.14,205.095,210.385,200.32,203.355,199.57,196.08,199.05,213.355,202.94,206.7,201.97,216.975,209.305]",203.63636363636363,0.003813895293845611,0.003813895293845611,199.04855497083946,206.67677836249385,0.02304869114069308,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
4,28,0.94,6000,657.7463333333334,387.12647649662205,4.997781321157914,"[637.07,673.465,646.39,626.52,611.8,619.715,643.525,675.585,632.44,636.655,649.14,659.115,654.555,649.95,674.595,617.605,684.05,671.725,675.51,690.03,660.255,653.595,640.525,657.315,705.655,664.835,656.78,671.315,711.265,681.41]",654.5885919752243,-0.0048008498080198475,0.0048008498080198475,636.8471672237101,678.6454994429566,0.03544841524400977,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
4,28,1.0,6000,828.7708333333334,520.4630943894189,6.719149656285994,"[894.58,883.01,821.795,853.265,861.815,843.88,805.78,867.875,813.8,791.075,789.485,807.475,814.69,783.965,760.38,805.94,863.54,842.495,842.065,828.095,816.64,843.52,850.125,759.395,805.015,874.03,853.955,807.425,869.735,808.28]",836.3677157624948,0.009166445202477221,0.009166445202477221,800.6734405587323,856.8682261079344,0.04458031626333692,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
