split,k,N,p_bias,repetitions,mc_mean,mc_sd,mc_se,ci_low,ci_high,seed
calibration,10,40,1.0,5000,2479.2922,1198.5492677769312,16.950046296624784,2446.0707197223287,2512.513680277671,8271804
calibration,10,40,1.15,5000,1916.4212,734.4847596533182,10.387183084580656,1896.0626952533983,1936.7797047466017,8271954
calibration,10,40,1.3,5000,1518.6004,499.21353221841855,7.059945477834655,1504.7631611306276,1532.4376388693724,8272104
calibration,10,40,1.5,5000,1213.7284,333.4104802538586,4.715136230123338,1204.4869028067583,1222.9698971932416,8272304
calibration,10,40,1.7,5000,1018.1962,251.87282761309913,3.562019688037054,1011.2147696992248,1025.1776303007753,8272504
calibration,10,40,1.9,5000,884.2882,198.80603488994424,2.8115419082297786,878.7776791188446,889.7987208811553,8272704
calibration,10,80,0.3,5000,571.9208,72.03253337578033,1.0186938563212116,569.9241967303382,573.9174032696618,8271784
calibration,10,80,0.5,5000,799.6134,123.58352688794577,1.7477349981083294,796.1879023491874,803.0388976508125,8271984
calibration,10,80,0.7,5000,1334.1668,263.3548483187401,3.724399982090715,1326.8671101710806,1341.4664898289193,8272184
calibration,10,80,0.85,5000,2647.0764,747.1672147065785,10.566540083985736,2626.366361994189,2667.786438005811,8272334
calibration,10,80,1.0,5000,9913.7354,4797.425113551109,67.84583660053264,9780.760003761967,10046.710796238032,8272484
calibration,10,80,1.15,5000,6093.3134,2001.6140693342838,28.30709763489345,6037.83250812875,6148.79429187125,8272634
calibration,10,80,1.3,5000,4453.7696,1158.0887530875368,16.37784821048141,4421.669607363192,4485.869592636807,8272784
calibration,10,80,1.5,5000,3327.3118,712.8037281129514,10.0805669960744,3307.554251743951,3347.0693482560487,8272984
calibration,10,80,1.7,5000,2666.2486,496.3209643949967,7.019038391374983,2652.491537546801,2680.005662453199,8273184
calibration,10,80,1.9,5000,2237.5232,374.0738072953262,5.290202516055899,2227.1545935976073,2247.891806402393,8273384
calibration,12,10,0.3,5000,82.7316,28.102937861784,0.39743555866663277,81.95264061883785,83.51055938116215,8272612
calibration,12,10,0.5,5000,107.8022,40.54882386189909,0.5734469664377547,106.67826459873825,108.92613540126175,8272812
calibration,12,10,0.7,5000,139.2508,58.37813889445394,0.8255915577063704,137.63267028095518,140.86892971904481,8273012
