cell_id,date,mode,source,source_sha256,claim_boundary,hotspot_weight,scale,seed,repetitions,node_count,channel_count,route_count,increment_sha256,maximum_absolute_drift,mean_correlated,mean_proxy,mean_difference,relative_mean_difference,normalized_mean_difference,paired_standard_error,simultaneous_critical,normalized_ci_low,normalized_ci_high,normalized_ci_halfwidth,correlated_q10,correlated_median,correlated_q90,proxy_q10,proxy_median,proxy_q90,maximum_stopping_time,block_size,block_count,block_mean_difference,block_standard_error,block_simultaneous_critical,block_ci_low,block_ci_high,block_ci_halfwidth,censored_count,runtime_seconds,raw_file,raw_sha256
2023-07-16-primary-lambda0-N40,2023-07-16,primary,20230716.gml.geo,ee1b054a6ba2cb0ea3184f9f68f5cca7d8e70d17ff2d9e44e5e8871be8a8b855,historical public topology; synthetic interpolated demand,0.0,40,202607292000,80,31,30,930,c79226c33537daecac07d7ad1b1b2da3a21f2c98145c9ee7394b9ad09e0c89ce,1.214306433183765e-17,4163.5625,4158.35,5.2125,0.0012535019899719841,0.0032578125000000003,215.26423981019263,3.3477285178835148,-0.44714608405818607,0.4536617090581861,0.4504038965581861,2558.2,4066.0,5688.400000000001,2664.2,4040.0,5796.200000000004,8017,2,40,0.003257812499999979,0.14937416388477473,3.479924403318366,-0.5165529856279045,0.5230686106279046,0.5198107981279045,0,0.21586329999990994,raw/21-2023-07-16-primary-lambda0-N40.npz,489db2448a92afa52521ae2be69780baf12fd4fd50143792a15d36e07c6b5eed
2023-07-16-primary-lambda0.25-N40,2023-07-16,primary,20230716.gml.geo,ee1b054a6ba2cb0ea3184f9f68f5cca7d8e70d17ff2d9e44e5e8871be8a8b855,historical public topology; synthetic interpolated demand,0.25,40,202607292001,80,31,30,930,c79226c33537daecac07d7ad1b1b2da3a21f2c98145c9ee7394b9ad09e0c89ce,0.0007663568434481392,3788.1875,3899.95,-111.7625,-0.028657418684854937,-0.0698515625,190.77034477146776,3.3477285178835148,-0.46900613972369554,0.3293030147236955,0.3991545772236955,2382.3,3704.0,5238.800000000001,2367.0,3811.5,5330.100000000001,7164,2,40,-0.06985156249999998,0.1146707848393416,3.479924403318366,-0.46889722501009445,0.3291941000100945,0.3990456625100945,0,0.20126259999960894,raw/22-2023-07-16-primary-lambda0.25-N40.npz,40cc92dabc6479575777d93a6663e624778d75a939b40768ae6f4a9c697b5367
2023-07-16-primary-lambda0.5-N40,2023-07-16,primary,20230716.gml.geo,ee1b054a6ba2cb0ea3184f9f68f5cca7d8e70d17ff2d9e44e5e8871be8a8b855,historical public topology; synthetic interpolated demand,0.5,40,202607292002,80,31,30,930,c79226c33537daecac07d7ad1b1b2da3a21f2c98145c9ee7394b9ad09e0c89ce,0.00153271368689631,3641.6625,3668.1,-26.4375,-0.007207409830702544,-0.0165234375,170.6105471866065,3.3477285178835148,-0.373497058917696,0.340450183917696,0.356973621417696,2698.2,3482.5,4864.5,2415.7,3534.5,5035.8,8531,2,40,-0.016523437499999998,0.1014335036242438,3.479924403318366,-0.36950436207608794,0.3364574870760879,0.35298092457608793,0,0.1892426999993404,raw/23-2023-07-16-primary-lambda0.5-N40.npz,bea17993233c29f383265d3d2498eab2655614fdb5ac86f97ad57e4524294a35
2023-07-16-primary-lambda0.75-N40,2023-07-16,primary,20230716.gml.geo,ee1b054a6ba2cb0ea3184f9f68f5cca7d8e70d17ff2d9e44e5e8871be8a8b855,historical public topology; synthetic interpolated demand,0.75,40,202607292003,80,31,30,930,c79226c33537daecac07d7ad1b1b2da3a21f2c98145c9ee7394b9ad09e0c89ce,0.0022990705303444756,3421.5625,3412.575,8.9875,0.002633641751463338,0.005617187500000001,132.28185110185578,3.3477285178835148,-0.2711601408325646,0.28239451583256464,0.27677732833256463,2429.8,3376.5,4399.9,2467.7,3328.0,4445.000000000001,5686,2,40,0.005617187500000004,0.07522567749794973,3.479924403318366,-0.2561624833812725,0.26739685838127253,0.2617796708812725,0,0.17990809999992052,raw/24-2023-07-16-primary-lambda0.75-N40.npz,f06f18cd504744202c36aa973b366ae4086c19f5fd7fa7da2b81d31682dabf7f
2023-07-16-primary-lambda1-N40,2023-07-16,primary,20230716.gml.geo,ee1b054a6ba2cb0ea3184f9f68f5cca7d8e70d17ff2d9e44e5e8871be8a8b855,historical public topology; synthetic interpolated demand,1.0,40,202607292004,80,31,30,930,c79226c33537daecac07d7ad1b1b2da3a21f2c98145c9ee7394b9ad09e0c89ce,0.0030654273737926144,3094.8,3109.4625,-14.6625,-0.004715445193502092,-0.0091640625,130.35685556320368,3.3477285178835148,-0.2819136642940996,0.26358553929409956,0.27274960179409957,2008.8,3039.0,4177.700000000001,2137.4,3059.5,4255.500000000001,4809,2,40,-0.009164062500000004,0.09024367399741648,3.479924403318366,-0.3232052258887167,0.30487710088871667,0.3140411633887167,0,0.16577459999916755,raw/25-2023-07-16-primary-lambda1-N40.npz,ce8b21f7dcec15319e0ff28ef23802a0571e0e31d630317224f2000eff4c4ff0
2023-07-16-hub-lambda0-N40,2023-07-16,hub,20230716.gml.geo,ee1b054a6ba2cb0ea3184f9f68f5cca7d8e70d17ff2d9e44e5e8871be8a8b855,historical public topology; synthetic interpolated demand,0.0,40,202607292100,80,31,31,930,9380e778804a286b7f6a99482762a7e71da10fc936015d91f1a5acffdb1b11f0,1.214306433183765e-17,4044.875,3921.6625,123.2125,0.03141843542120211,0.07700781250000001,183.1268579581299,3.3477285178835148,-0.306154065485522,0.460169690485522,0.383161877985522,2429.7000000000003,3901.0,5616.000000000001,2368.8,3840.0,5411.500000000002,8971,2,40,0.07700781250000002,0.1317411535223057,3.479924403318366,-0.3814414425635828,0.5354570675635829,0.45844925506358286,0,0.21027289999983623,raw/26-2023-07-16-hub-lambda0-N40.npz,4b63bc3677377fb654cc3eed4a8f9fccd87d240fca42cfde1f5d10b35708c45a
2023-07-16-hub-lambda0.25-N40,2023-07-16,hub,20230716.gml.geo,ee1b054a6ba2cb0ea3184f9f68f5cca7d8e70d17ff2d9e44e5e8871be8a8b855,historical public topology; synthetic interpolated demand,0.25,40,202607292101,80,31,31,930,9380e778804a286b7f6a99482762a7e71da10fc936015d91f1a5acffdb1b11f0,0.0007948285739467664,3950.5875,3953.9375,-3.35,-0.0008472566903245183,-0.00209375,161.44537040925724,3.3477285178835148,-0.3398907941245861,0.3357032941245861,0.3377970441245861,2643.2000000000003,3737.0,5604.9000000000015,2460.6,3646.0,5701.8,7151,2,40,-0.002093749999999983,0.10325287890030922,3.479924403318366,-0.36140596299806205,0.35721846299806204,0.35931221299806204,0,0.20651269999962096,raw/27-2023-07-16-hub-lambda0.25-N40.npz,53c57a219b9b03dc6d652ff169ba1476cea770f069b63af0c837ea950e5ef07f
2023-07-16-hub-lambda0.5-N40,2023-07-16,hub,20230716.gml.geo,ee1b054a6ba2cb0ea3184f9f68f5cca7d8e70d17ff2d9e44e5e8871be8a8b855,historical public topology; synthetic interpolated demand,0.5,40,202607292102,80,31,31,930,9380e778804a286b7f6a99482762a7e71da10fc936015d91f1a5acffdb1b11f0,0.0015896571478935307,3556.8625,3665.1875,-108.325,-0.02955510461606671,-0.067703125,150.738952798614,3.3477285178835148,-0.38309880689988574,0.2476925568998857,0.3153956818998857,2368.2,3472.0,4549.8,2527.9,3661.5,4879.1,7769,2,40,-0.06770312500000002,0.09617585385914106,3.479924403318366,-0.4023878258544058,0.26698157585440574,0.33468470085440577,0,0.1931598999999551,raw/28-2023-07-16-hub-lambda0.5-N40.npz,17f72456e6375de058e5f5bd68973b54336a3db5eb4f77a88db7731315225bc3
2023-07-16-hub-lambda0.75-N40,2023-07-16,hub,20230716.gml.geo,ee1b054a6ba2cb0ea3184f9f68f5cca7d8e70d17ff2d9e44e5e8871be8a8b855,historical public topology; synthetic interpolated demand,0.75,40,202607292103,80,31,31,930,9380e778804a286b7f6a99482762a7e71da10fc936015d91f1a5acffdb1b11f0,0.002384485721840284,3235.325,3474.1875,-238.8625,-0.06875348552719161,-0.1492890625,133.47826915505664,3.3477285178835148,-0.42856969260507166,0.12999156760507163,0.27928063010507165,2243.0,3154.5,4241.100000000001,2367.0,3478.5,4426.400000000001,6520,2,40,-0.1492890625,0.08846218693354128,3.479924403318366,-0.4571307855809414,0.15855266058094136,0.3078417230809414,0,0.18001289999938308,raw/29-2023-07-16-hub-lambda0.75-N40.npz,3b714eebe788bde9d397c68dab5aa4b41e814369aeb7a396b446721f80ba49eb
2023-07-16-hub-lambda1-N40,2023-07-16,hub,20230716.gml.geo,ee1b054a6ba2cb0ea3184f9f68f5cca7d8e70d17ff2d9e44e5e8871be8a8b855,historical public topology; synthetic interpolated demand,1.0,40,202607292104,80,31,31,930,9380e778804a286b7f6a99482762a7e71da10fc936015d91f1a5acffdb1b11f0,0.0031793142957870627,3052.875,3046.55,6.325,0.002076118888578884,0.003953125,127.78640304122811,3.3477285178835148,-0.26341824103679756,0.27132449103679757,0.26737136603679756,2081.0,3009.0,4019.1000000000004,2137.2,2857.0,4415.6,5088,2,40,0.003953124999999997,0.07424439212067258,3.479924403318366,-0.2544117469502663,0.2623179969502663,0.2583648719502663,0,0.16743169999972451,raw/30-2023-07-16-hub-lambda1-N40.npz,e3cd74628adfa2413f09d3cf9f5ffbef11d205fb99428630158ffd15e7684526
