k,N,p_bias,source,signed_relative_error_percent,absolute_relative_error_percent,uncertainty_aware_error_upper_percent,top20_conservative_bound
15,10,0.975,boundary_confirmation,-0.9456476493838064,0.9456476493838064,2.9319600199382068,False
15,10,1.025,boundary_confirmation,-0.6381434620893964,0.6381434620893964,2.5794807680328713,False
15,10,1.9,boundary_confirmation,1.060452953659326,1.060452953659326,2.7734421230638295,False
15,14,0.325,blind2,0.634153346303071,0.634153346303071,2.344164663621151,False
15,14,0.525,blind2,-0.716770768921847,0.716770768921847,2.5624684022979127,False
15,14,0.725,blind2,-0.6975326399760117,0.6975326399760117,2.7464129362003264,False
15,14,0.94,blind2,-0.4122419149282026,0.4122419149282026,2.661860770654345,False
15,14,1.0,blind2,0.2638742151935367,0.2638742151935367,2.666886773851651,False
15,14,1.06,blind2,-1.3629882000896285,1.3629882000896285,3.5964437809971384,False
15,14,1.275,blind2,-1.1889133686694806,1.1889133686694806,3.257325860692284,False
15,14,1.675,blind2,-0.03992842329433892,0.03992842329433892,1.9001030887432768,False
15,14,1.875,blind2,-0.4343284453203262,0.4343284453203262,2.199428330962827,False
15,28,0.325,blind2,-0.4176663371487764,0.4176663371487764,1.5953825022836043,False
15,28,0.525,blind2,0.5580011367842642,0.5580011367842642,2.0344497834110298,False
15,28,0.725,blind2,-0.5650673754561111,0.5650673754561111,2.3385807423951355,False
15,28,0.94,blind2,1.2157719757377794,1.2157719757377794,3.554418243948243,False
15,28,1.0,blind2,-0.60130163192775,0.60130163192775,2.8651360131515924,False
15,28,1.06,blind2,-2.409851068862394,2.409851068862394,4.5772311323395325,False
15,28,1.275,blind2,-0.48598372849652255,0.48598372849652255,2.4068368094969594,False
15,28,1.675,blind2,0.014904375031827077,0.014904375031827077,1.6488052573827128,False
15,28,1.875,blind2,-0.7081986146780713,0.7081986146780713,2.171697750860224,False
15,56,0.325,blind2,-1.8910372216705333,1.8910372216705333,2.7374041653233983,False
15,56,0.525,blind2,-0.11692303014567156,0.11692303014567156,1.1355749044061558,False
15,56,0.725,blind2,0.019705271100982285,0.019705271100982285,1.4088147618475988,False
15,56,0.94,blind2,-2.153422909053625,2.153422909053625,4.214740418086304,False
15,56,1.0,blind2,0.3301340096748357,0.3301340096748357,2.6778323115649982,False
15,56,1.06,blind2,-1.3389255313794288,1.3389255313794288,3.4518844646984848,False
15,56,1.275,blind2,-0.43886757835240486,0.43886757835240486,2.096813522004337,False
15,56,1.675,blind2,-0.735490619096752,0.735490619096752,2.019373063826768,False
15,56,1.875,blind2,-0.9223889890206773,0.9223889890206773,2.12431184638765,False
15,112,0.325,blind2,-0.38323824786167265,0.38323824786167265,0.9877459450705173,False
15,112,0.525,blind2,0.24747252178738263,0.24747252178738263,1.0000812188240893,False
15,112,0.725,blind2,0.287455385948983,0.287455385948983,1.28154847261579,False
15,112,0.94,blind2,-0.9781151330322804,0.9781151330322804,2.8658843287831193,False
15,112,1.0,blind2,0.05142889176375671,0.05142889176375671,2.4441996076150607,False
15,112,1.06,blind2,-0.8632158089327654,0.8632158089327654,2.8213070094129766,False
15,112,1.275,blind2,-0.23420082913885587,0.23420082913885587,1.6178970742965926,False
15,112,1.675,blind2,-0.022240794932883903,0.022240794932883903,1.028226726941217,False
15,112,1.875,blind2,0.11295356156083014,0.11295356156083014,1.0406967212521323,False
15,128,0.3,boundary_confirmation,-0.291447942309955,0.291447942309955,0.7713093305731111,False
15,128,0.975,boundary_confirmation,0.08296571276936367,0.08296571276936367,1.9713848829241876,False
15,128,1.025,boundary_confirmation,-0.4131521672536021,0.4131521672536021,2.239697553733966,False
15,128,1.9,boundary_confirmation,0.381276364196625,0.381276364196625,1.1277368490944184,False
16,10,0.3,boundary_confirmation,0.37423231524339345,0.37423231524339345,2.0220917130628235,False
16,10,0.975,boundary_confirmation,-0.3291338697632228,0.3291338697632228,2.3063799034517163,False
16,10,1.025,boundary_confirmation,-0.5397300416821682,0.5397300416821682,2.4748471033390174,False
16,10,1.9,boundary_confirmation,0.5582270821489048,0.5582270821489048,2.2624190759062746,False
16,14,0.325,blind2,0.2863244788941351,0.2863244788941351,2.022836101129677,False
16,14,0.525,blind2,-0.6731591511838316,0.6731591511838316,2.5274966892875783,False
16,14,0.725,blind2,-0.527822724126101,0.527822724126101,2.562920146889258,False
16,14,0.94,blind2,-0.1907840613906485,0.1907840613906485,2.420493566617765,False
16,14,1.0,blind2,-0.25793748005046957,0.25793748005046957,2.508130029561839,False
16,14,1.06,blind2,-1.2376564243263153,1.2376564243263153,3.416088397012451,False
16,14,1.275,blind2,-1.7764194340276274,1.7764194340276274,3.8218304454755603,False
16,14,1.675,blind2,0.39188901834947326,0.39188901834947326,2.375702250380418,False
16,14,1.875,blind2,0.2540655622881047,0.2540655622881047,2.094027956182831,False
16,28,0.325,blind2,-0.61101806981797,0.61101806981797,1.8039411858483567,False
16,28,0.525,blind2,0.35982619305964364,0.35982619305964364,1.8733498524053926,False
16,28,0.725,blind2,-0.5533290259157629,0.5533290259157629,2.3525316889179693,False
16,28,0.94,blind2,1.3343580009330271,1.3343580009330271,3.607570975774954,False
16,28,1.0,blind2,-0.45239540494840313,0.45239540494840313,2.646766480138296,False
16,28,1.06,blind2,-2.0426558511991555,2.0426558511991555,4.142380526443301,False
16,28,1.275,blind2,-0.3885339072657042,0.3885339072657042,2.269622130470217,False
16,28,1.675,blind2,0.9608444466723893,0.9608444466723893,2.629312918160953,False
16,28,1.875,blind2,-0.5819416400784146,0.5819416400784146,2.0547889303288325,False
16,56,0.325,blind2,-1.794076248012138,1.794076248012138,2.6369398000737343,False
16,56,0.525,blind2,-0.3718819253492677,0.3718819253492677,1.404220072351492,False
16,56,0.725,blind2,-0.3415618712896149,0.3415618712896149,1.702100426610198,False
16,56,0.94,blind2,-0.9031073671512001,0.9031073671512001,2.943538480804875,False
16,56,1.0,blind2,-0.8482359940758852,0.8482359940758852,3.042667321890924,False
16,56,1.06,blind2,-1.9387652270338118,1.9387652270338118,4.010436407231143,False
16,56,1.275,blind2,0.7898780913886825,0.7898780913886825,2.5465476420160504,False
16,56,1.675,blind2,-0.27030872790592547,0.27030872790592547,1.6088873716936125,False
16,56,1.875,blind2,-1.1166185712000438,1.1166185712000438,2.3036675723910216,False
16,112,0.325,blind2,-0.530516888737675,0.530516888737675,1.1294368278996547,False
16,112,0.525,blind2,0.2108869705962348,0.2108869705962348,0.9706098033237964,False
16,112,0.725,blind2,0.40929300707359473,0.40929300707359473,1.4065195768705019,False
16,112,0.94,blind2,-1.5470093222876902,1.5470093222876902,3.391658216547422,False
16,112,1.0,blind2,-0.6661829146929027,0.6661829146929027,2.9162901839351885,False
16,112,1.06,blind2,0.07741401089985563,0.07741401089985563,2.112085230070604,False
16,112,1.275,blind2,-0.5033642575606867,0.5033642575606867,1.8949075957932826,False
16,112,1.675,blind2,-0.20379936552322792,0.20379936552322792,1.2354419808736639,False
16,112,1.875,blind2,0.1286287545017959,0.1286287545017959,1.0950182465057745,False
16,128,0.3,boundary_confirmation,-0.32043687359693246,0.32043687359693246,0.7936436225147392,False
16,128,0.975,boundary_confirmation,0.11985420544591728,0.11985420544591728,2.0250084931527024,False
16,128,1.025,boundary_confirmation,-1.485095885153551,1.485095885153551,3.2843929107353675,False
16,128,1.9,boundary_confirmation,0.44646108296719206,0.44646108296719206,1.224518265116581,False
17,10,0.3,boundary_confirmation,0.5540296074083242,0.5540296074083242,2.204340115781922,False
17,10,0.975,boundary_confirmation,-0.7652430618329967,0.7652430618329967,2.689410529008718,False
17,10,1.025,boundary_confirmation,0.21295667203447996,0.21295667203447996,2.208760873083948,False
17,10,1.9,boundary_confirmation,0.17892228369315494,0.17892228369315494,1.874747516849773,False
17,14,0.325,blind2,0.8398583386153455,0.8398583386153455,2.5705500134399095,False
17,14,0.525,blind2,-0.29129842183777593,0.29129842183777593,2.1370213250842762,False
17,14,0.725,blind2,-0.971574541117721,0.971574541117721,2.9965118161893622,False
17,14,0.94,blind2,-0.31356171937423877,0.31356171937423877,2.470025234450046,False
17,14,1.0,blind2,-1.1637001009051287,1.1637001009051287,3.3223568679603632,False
17,14,1.06,blind2,-0.7130808970736401,0.7130808970736401,2.9007901185636675,False
17,14,1.275,blind2,-1.0333726883437555,1.0333726883437555,3.0701145599441815,False
17,14,1.675,blind2,-0.2997997471224424,0.2997997471224424,2.158929915801755,False
17,14,1.875,blind2,0.1370551968274929,0.1370551968274929,1.9450463975767995,False
17,28,0.325,blind2,-0.7610113032180457,0.7610113032180457,1.958325175283826,False
17,28,0.525,blind2,0.7972334124052824,0.7972334124052824,2.3196998894315257,False
17,28,0.725,blind2,-0.691479132189171,0.691479132189171,2.476514940995478,False
17,28,0.94,blind2,1.5145598282275254,1.5145598282275254,3.769795637474349,False
17,28,1.0,blind2,-0.9218320470884646,0.9218320470884646,3.079213953381521,False
17,28,1.06,blind2,-2.3167569269239916,2.3167569269239916,4.421033344283575,False
17,28,1.275,blind2,-0.48068659309900486,0.48068659309900486,2.355571971819881,False
17,28,1.675,blind2,0.35985794153774486,0.35985794153774486,2.0370976931451956,False
17,28,1.875,blind2,-0.23819813791585437,0.23819813791585437,1.73780735285467,False
17,56,0.325,blind2,-1.843747069356431,1.843747069356431,2.6821407249736806,False
17,56,0.525,blind2,-0.20579210544296872,0.20579210544296872,1.2373342643347995,False
17,56,0.725,blind2,-0.1812177487755853,0.1812177487755853,1.5200548278585524,False
17,56,0.94,blind2,-1.9476255759908265,1.9476255759908265,3.951691006245439,False
17,56,1.0,blind2,-0.5086131004326528,0.5086131004326528,2.7230269443114574,False
17,56,1.06,blind2,-1.5283541858910108,1.5283541858910108,3.592283484597769,False
17,56,1.275,blind2,-0.1812800307567491,0.1812800307567491,1.8540403179696185,False
17,56,1.675,blind2,-0.20808237771724108,0.20808237771724108,1.5273656832092586,False
17,56,1.875,blind2,-0.9380675037740227,0.9380675037740227,2.1450143816932887,False
17,112,0.325,blind2,-0.4732888292529382,0.4732888292529382,1.0740247175615614,False
17,112,0.525,blind2,0.21773364113383648,0.21773364113383648,0.9660124532194558,False
17,112,0.725,blind2,-0.20189329954909715,0.20189329954909715,1.1731054134238805,False
17,112,0.94,blind2,-0.4395067989876732,0.4395067989876732,2.23288505580973,False
17,112,1.0,blind2,-0.15712658847188607,0.15712658847188607,2.3139945697656983,False
17,112,1.06,blind2,-1.1121930846169192,1.1121930846169192,3.0155837856357226,False
17,112,1.275,blind2,0.0634702407051663,0.0634702407051663,1.514001141733723,False
17,112,1.675,blind2,-0.22762670504630236,0.22762670504630236,1.268689722428884,False
17,112,1.875,blind2,0.35548390078134673,0.35548390078134673,1.3070622815401833,False
17,128,0.3,boundary_confirmation,-0.34022293020413824,0.34022293020413824,0.8233198350215964,False
17,128,0.975,boundary_confirmation,-0.06934884507389906,0.06934884507389906,1.8479494451470124,False
17,128,1.025,boundary_confirmation,-1.7975856831892356,1.7975856831892356,3.561160253662643,False
17,128,1.9,boundary_confirmation,0.9986198363135665,0.9986198363135665,1.7861188022296304,False
18,10,0.3,boundary_confirmation,0.9845832105808752,0.9845832105808752,2.639001153376963,False
18,10,0.975,boundary_confirmation,-0.5660128731856036,0.5660128731856036,2.432687539017664,False
18,10,1.025,boundary_confirmation,-0.5438146935766536,0.5438146935766536,2.4402186152707506,False
18,10,1.9,boundary_confirmation,-0.3123673703451888,0.3123673703451888,1.9289618805294118,False
18,14,0.325,blind2,-0.44706393520830495,0.44706393520830495,2.0813638790057043,False
18,14,0.525,blind2,0.03447916533807537,0.03447916533807537,1.969890232629612,False
18,14,0.725,blind2,-0.8154735876359391,0.8154735876359391,2.805575926989279,False
18,14,0.94,blind2,-0.9642018347933968,0.9642018347933968,3.0959507006776854,False
18,14,1.0,blind2,-0.15823277855254328,0.15823277855254328,2.3156051643865916,False
18,14,1.06,blind2,-2.7888414608275136,2.7888414608275136,4.866511332966105,True
18,14,1.275,blind2,-1.0703506701121837,1.0703506701121837,3.086563004420584,False
18,14,1.675,blind2,-0.5250991654098589,0.5250991654098589,2.400025576505782,False
18,14,1.875,blind2,-0.11367380795002094,0.11367380795002094,1.8725910590522865,False
18,28,0.325,blind2,-0.4663860612689837,0.4663860612689837,1.6761552262617885,False
18,28,0.525,blind2,0.4978832633337749,0.4978832633337749,2.022234473562645,False
18,28,0.725,blind2,-1.0794545114982372,1.0794545114982372,2.8479225091242233,False
18,28,0.94,blind2,1.0800208479237285,1.0800208479237285,3.3263275899180655,False
18,28,1.0,blind2,0.2108825566074277,0.2108825566074277,2.4929957279642645,False
18,28,1.06,blind2,-1.5681237698448516,1.5681237698448516,3.6704811912329105,False
18,28,1.275,blind2,-0.20878555228771206,0.20878555228771206,2.0873029328936865,False
18,28,1.675,blind2,-0.49234829070140806,0.49234829070140806,2.0718013820705594,False
18,28,1.875,blind2,-0.3629992015148845,0.3629992015148845,1.8609532782678295,False
18,56,0.325,blind2,-1.8892694904615204,1.8892694904615204,2.7218464730840775,False
18,56,0.525,blind2,-0.05276884842908573,0.05276884842908573,1.0954152991465405,False
18,56,0.725,blind2,-0.6076360714412281,0.6076360714412281,1.9755742559401601,False
18,56,0.94,blind2,-0.5398292687761439,0.5398292687761439,2.5937868905069994,False
18,56,1.0,blind2,-0.5643075242176145,0.5643075242176145,2.7309894696921466,False
18,56,1.06,blind2,-1.8689145340098325,1.8689145340098325,3.845985256165807,False
18,56,1.275,blind2,-0.06763353952186126,0.06763353952186126,1.7476518853362544,False
18,56,1.675,blind2,-0.6583821577224654,0.6583821577224654,1.9938727502945452,False
18,56,1.875,blind2,-1.3855871896392078,1.3855871896392078,2.6052046321928035,False
18,112,0.325,blind2,-0.4733788676225771,0.4733788676225771,1.0682224097934512,False
18,112,0.525,blind2,-0.1036548041584402,0.1036548041584402,0.8438253753019209,False
18,112,0.725,blind2,-0.45054563795808866,0.45054563795808866,1.4437134734599288,False
18,112,0.94,blind2,-2.303749467556187,2.303749467556187,4.10362693781866,False
18,112,1.0,blind2,-0.7267236555211514,0.7267236555211514,2.8309633021811442,False
18,112,1.06,blind2,-1.1001787272082524,1.1001787272082524,3.013458101687283,False
18,112,1.275,blind2,-0.2740268059608991,0.2740268059608991,1.673628970366825,False
18,112,1.675,blind2,-0.5216141758289609,0.5216141758289609,1.5818900348155585,False
18,112,1.875,blind2,-0.17823955527359178,0.17823955527359178,1.144503939323327,False
18,128,0.3,boundary_confirmation,-0.6327517456983942,0.6327517456983942,1.1072434611985038,False
18,128,0.975,boundary_confirmation,0.2735288986539976,0.2735288986539976,2.106631858787944,False
18,128,1.025,boundary_confirmation,-1.5647173178281115,1.5647173178281115,3.326261964441546,False
18,128,1.9,boundary_confirmation,0.6399251998679216,0.6399251998679216,1.450596494356926,False
19,10,0.3,boundary_confirmation,0.29009468044079495,0.29009468044079495,1.930496161155304,False
19,10,0.975,boundary_confirmation,-0.9401291198259786,0.9401291198259786,2.821405588479331,False
19,10,1.025,boundary_confirmation,-0.7958665619346548,0.7958665619346548,2.6783928763887466,False
19,10,1.9,boundary_confirmation,0.6001678027051408,0.6001678027051408,2.2952843193377426,False
19,14,0.325,blind2,0.7276533596034837,0.7276533596034837,2.4391024564464736,False
19,14,0.525,blind2,-0.5950683131215733,0.5950683131215733,2.4488334767485798,False
19,14,0.725,blind2,-0.3518709813694604,0.3518709813694604,2.333597985159508,False
19,14,0.94,blind2,-0.9715817247029638,0.9715817247029638,3.1104769345669525,False
19,14,1.0,blind2,-0.37932545242401444,0.37932545242401444,2.504998565750227,False
19,14,1.06,blind2,-0.8556585690934657,0.8556585690934657,2.9462353383312045,False
19,14,1.275,blind2,-0.6341236112096699,0.6341236112096699,2.627758462654628,False
19,14,1.675,blind2,-0.14086136121751203,0.14086136121751203,1.9719780709496981,False
19,14,1.875,blind2,-0.24785959814213657,0.24785959814213657,1.9964479410671365,False
19,28,0.325,blind2,0.04473689263761741,0.04473689263761741,1.2912423785077287,False
19,28,0.525,blind2,0.25580148396489977,0.25580148396489977,1.7642303034784534,False
19,28,0.725,blind2,-1.3620482149747826,1.3620482149747826,3.120855609521467,False
19,28,0.94,blind2,1.5762697008282152,1.5762697008282152,3.8073568265810875,False
19,28,1.0,blind2,-0.10127454522086754,0.10127454522086754,2.2075152709862267,False
19,28,1.06,blind2,-2.371887677305541,2.371887677305541,4.411651804723215,False
19,28,1.275,blind2,-0.7730885474559331,0.7730885474559331,2.64722086731235,False
19,28,1.675,blind2,-0.9252880279627451,0.9252880279627451,2.5167836197823146,False
19,28,1.875,blind2,-0.17866310162896504,0.17866310162896504,1.7067350177110474,False
19,56,0.325,blind2,-1.8666120054543287,1.8666120054543287,2.708287601540993,False
19,56,0.525,blind2,-0.16644504762600643,0.16644504762600643,1.192265563009598,False
19,56,0.725,blind2,0.03601390519396003,0.03601390519396003,1.436992899627909,False
19,56,0.94,blind2,-1.7414124230313262,1.7414124230313262,3.7351302552176557,False
19,56,1.0,blind2,-0.3892729481155029,0.3892729481155029,2.530600676191863,False
19,56,1.06,blind2,-0.9509799238830712,0.9509799238830712,2.9487670451209924,False
19,56,1.275,blind2,-0.5086536144872646,0.5086536144872646,2.191050830072472,False
19,56,1.675,blind2,-1.3223155558190818,1.3223155558190818,2.6624263813020743,False
19,56,1.875,blind2,-1.0293399549357536,1.0293399549357536,2.255663672274544,False
19,112,0.325,blind2,-0.762025036622822,0.762025036622822,1.3714746380381726,False
19,112,0.525,blind2,-0.02681384807692336,0.02681384807692336,0.7677882722682217,False
19,112,0.725,blind2,-0.2203256807632161,0.2203256807632161,1.1927824956760147,False
19,112,0.94,blind2,-0.5560086604451229,0.5560086604451229,2.3482895087352684,False
19,112,1.0,blind2,-0.6370699898292058,0.6370699898292058,2.7446385901732206,False
19,112,1.06,blind2,-1.3365489582251482,1.3365489582251482,3.253207573995087,False
19,112,1.275,blind2,0.01846433064175121,0.01846433064175121,1.4962056017403746,False
19,112,1.675,blind2,-0.36332068728433997,0.36332068728433997,1.4320693680921148,False
19,112,1.875,blind2,0.10056842497671072,0.10056842497671072,1.0954360885530257,False
19,128,0.3,boundary_confirmation,-0.415905053608056,0.415905053608056,0.8984856119283013,False
19,128,0.975,boundary_confirmation,0.8499107362999297,0.8499107362999297,2.6746663808610016,False
19,128,1.025,boundary_confirmation,-1.5892341323406896,1.5892341323406896,3.3112782061432977,False
19,128,1.9,boundary_confirmation,0.5129742882788799,0.5129742882788799,1.3258931182021039,False
20,10,0.3,boundary_confirmation,0.8174822349592251,0.8174822349592251,2.4368288270247174,False
20,10,0.975,boundary_confirmation,-1.090580949164993,1.090580949164993,2.9297911935504906,False
20,10,1.025,boundary_confirmation,-0.30947080095534707,0.30947080095534707,2.147189947958794,False
20,10,1.9,boundary_confirmation,0.2810113234524041,0.2810113234524041,1.9366515116990168,False
20,14,0.325,blind2,1.284736284808592,1.284736284808592,3.039714171226593,False
20,14,0.525,blind2,-0.3228420816905711,0.3228420816905711,2.124048503843712,False
20,14,0.725,blind2,-1.78564723764831,1.78564723764831,3.689356833852042,False
20,14,0.94,blind2,-0.5716292102038878,0.5716292102038878,2.7073523504685393,False
20,14,1.0,blind2,-0.3764899661834422,0.3764899661834422,2.455971398946477,False
20,14,1.06,blind2,-1.2327041359925426,1.2327041359925426,3.2883528613526836,False
20,14,1.275,blind2,-1.1565524163869523,1.1565524163869523,3.1274945542418275,False
20,14,1.675,blind2,-0.3025311090821019,0.3025311090821019,2.120907165870367,False
20,14,1.875,blind2,-0.21719159202227717,0.21719159202227717,2.0196269655412658,False
20,28,0.325,blind2,-0.7287635246690114,0.7287635246690114,1.9355682301394839,False
20,28,0.525,blind2,0.06538647597541017,0.06538647597541017,1.5616396376273878,False
20,28,0.725,blind2,-1.6565266771721647,1.6565266771721647,3.408057026450273,False
20,28,0.94,blind2,0.6089527901835945,0.6089527901835945,2.80024210208083,False
20,28,1.0,blind2,-0.18352287099510048,0.18352287099510048,2.263665191869768,False
20,28,1.06,blind2,-1.9886684765377374,1.9886684765377374,4.007767406677065,False
20,28,1.275,blind2,-0.47787954156244816,0.47787954156244816,2.3767477208466836,False
20,28,1.675,blind2,0.2607730006956599,0.2607730006956599,1.9523624724807398,False
20,28,1.875,blind2,-0.7842792979093601,0.7842792979093601,2.2876936679938287,False
20,56,0.325,blind2,-1.6406681028619938,1.6406681028619938,2.4754819422981855,False
20,56,0.525,blind2,-0.09915056961715454,0.09915056961715454,1.1198302646141411,False
20,56,0.725,blind2,-0.2753135924013046,0.2753135924013046,1.621895373895088,False
20,56,0.94,blind2,-0.7370896495994128,0.7370896495994128,2.7079388323464126,False
20,56,1.0,blind2,-0.0344947392556889,0.0344947392556889,2.113681646914012,False
20,56,1.06,blind2,-1.255313094389876,1.255313094389876,3.2333271864584234,False
20,56,1.275,blind2,0.4592954502428587,0.4592954502428587,2.200251868277303,False
20,56,1.675,blind2,-1.3243681019539935,1.3243681019539935,2.6741532384653377,False
20,56,1.875,blind2,-1.3543340655749534,1.3543340655749534,2.580419023282332,False
20,112,0.325,blind2,-0.7651045803431299,0.7651045803431299,1.3614268662574869,False
20,112,0.525,blind2,0.10266775774759672,0.10266775774759672,0.8518545419685442,False
20,112,0.725,blind2,0.021045350755010826,0.021045350755010826,0.9993340136431828,False
20,112,0.94,blind2,-1.296112768489193,1.296112768489193,3.098656694445645,False
20,112,1.0,blind2,0.42022221194581216,0.42022221194581216,2.601233734073083,False
20,112,1.06,blind2,-1.4985466399537284,1.4985466399537284,3.3484088502299447,False
20,112,1.275,blind2,0.3021601313479087,0.3021601313479087,1.7770981404872543,False
20,112,1.675,blind2,-0.7937944446254256,0.7937944446254256,1.8626961953603915,False
20,112,1.875,blind2,0.018497924311940736,0.018497924311940736,1.0209204072510136,False
20,128,0.3,boundary_confirmation,-0.5460824277225347,0.5460824277225347,1.0224877910195662,False
20,128,0.975,boundary_confirmation,0.04304906657666185,0.04304906657666185,1.8103052315447288,False
20,128,1.025,boundary_confirmation,-1.55316382679349,1.55316382679349,3.2797165494238056,False
20,128,1.9,boundary_confirmation,0.6834296722393062,0.6834296722393062,1.5099740123852623,False
21,10,0.3,boundary_confirmation,1.6027684189212819,1.6027684189212819,3.217002353749243,False
21,10,0.975,boundary_confirmation,-0.7562058913131225,0.7562058913131225,2.5869007399533017,False
21,10,1.025,boundary_confirmation,-0.4535561981536486,0.4535561981536486,2.2832229402382387,False
21,10,1.9,boundary_confirmation,-0.27923667681219216,0.27923667681219216,1.9049135558150798,False
21,14,0.325,blind2,0.4153213981570001,0.4153213981570001,2.126278817552807,False
21,14,0.525,blind2,-0.5391123817395359,0.5391123817395359,2.3445185177518257,False
21,14,0.725,blind2,-0.5032036844230675,0.5032036844230675,2.4894081257272216,False
21,14,0.94,blind2,-0.19550702305835355,0.19550702305835355,2.265326868192652,False
21,14,1.0,blind2,-0.635986595420674,0.635986595420674,2.7340566792698917,False
21,14,1.06,blind2,-0.7340178652096525,0.7340178652096525,2.7878061483721295,False
21,14,1.275,blind2,-1.3452029216268573,1.3452029216268573,3.2826308966608764,False
21,14,1.675,blind2,-0.5337682420601231,0.5337682420601231,2.34408791486429,False
21,14,1.875,blind2,-0.41664805235837504,0.41664805235837504,2.2009058270362813,False
21,28,0.325,blind2,-0.1787739552627981,0.1787739552627981,1.3996771233167893,False
21,28,0.525,blind2,0.7645409580368787,0.7645409580368787,2.2666366509349167,False
21,28,0.725,blind2,-1.5674020421502621,1.5674020421502621,3.3182444387119148,False
21,28,0.94,blind2,1.4094089367074454,1.4094089367074454,3.5528002694535266,False
21,28,1.0,blind2,-0.5903049989197783,0.5903049989197783,2.6644584374791225,False
21,28,1.06,blind2,-1.4282546317734104,1.4282546317734104,3.4366190725550694,False
21,28,1.275,blind2,-0.29345236772263567,0.29345236772263567,2.162504401994414,False
21,28,1.675,blind2,-0.2139497310274649,0.2139497310274649,1.8064959596757801,False
21,28,1.875,blind2,-0.2346698607897829,0.2346698607897829,1.7711335317642907,False
21,56,0.325,blind2,-1.711294815273184,1.711294815273184,2.5566949235604763,False
21,56,0.525,blind2,-0.5810593540588792,0.5810593540588792,1.613835022733956,False
21,56,0.725,blind2,0.4027500649056894,0.4027500649056894,1.826353016353388,False
21,56,0.94,blind2,-1.0936349510601888,1.0936349510601888,3.0156758693513974,False
21,56,1.0,blind2,-0.5034949403926627,0.5034949403926627,2.5612216398087306,False
21,56,1.06,blind2,-1.3938617029880105,1.3938617029880105,3.3955780159171223,False
21,56,1.275,blind2,-0.6081371179238954,0.6081371179238954,2.2874499188222264,False
21,56,1.675,blind2,-0.543057725876768,0.543057725876768,1.9175453807847576,False
21,56,1.875,blind2,-1.0103512278995426,1.0103512278995426,2.272571538657575,False
21,112,0.325,blind2,-0.9692232673531621,0.9692232673531621,1.5758894193453332,False
21,112,0.525,blind2,-0.32464149630300665,0.32464149630300665,1.0617320100465233,False
21,112,0.725,blind2,0.12328530892140796,0.12328530892140796,1.1095974356883032,False
21,112,0.94,blind2,-2.1431608389167582,2.1431608389167582,3.9656725449827235,False
21,112,1.0,blind2,0.4419041634084665,0.4419041634084665,2.5826311395055646,False
21,112,1.06,blind2,-1.1072740819770563,1.1072740819770563,2.9766497056105568,False
21,112,1.275,blind2,0.09578542432843741,0.09578542432843741,1.5740131056578122,False
21,112,1.675,blind2,-0.6692889018637277,0.6692889018637277,1.7448416341939277,False
21,112,1.875,blind2,0.28469054162619645,0.28469054162619645,1.2908681716077064,False
21,128,0.3,boundary_confirmation,-0.5361783867451466,0.5361783867451466,1.023342250316428,False
21,128,0.975,boundary_confirmation,0.6073760284558969,0.6073760284558969,2.3940322084939902,False
21,128,1.025,boundary_confirmation,-1.5304397187900542,1.5304397187900542,3.230899095134221,False
21,128,1.9,boundary_confirmation,0.7350189274971506,0.7350189274971506,1.5752476427614015,False
22,10,0.3,boundary_confirmation,0.352533340938688,0.352533340938688,1.9227148332857436,False
22,10,0.975,boundary_confirmation,-0.11948543414775933,0.11948543414775933,1.9435802540238356,False
22,10,1.025,boundary_confirmation,-0.04738726855744062,0.04738726855744062,1.8338444885079408,False
22,10,1.9,boundary_confirmation,-0.4004294659127759,0.4004294659127759,2.0275687914309115,False
22,14,0.325,blind2,1.300636926067432,1.300636926067432,3.0124879799445337,False
22,14,0.525,blind2,-0.10792097216686454,0.10792097216686454,1.9394516425350283,False
22,14,0.725,blind2,-0.7111355296808617,0.7111355296808617,2.627069137503224,False
22,14,0.94,blind2,-0.40465945189229124,0.40465945189229124,2.4668392370974845,False
22,14,1.0,blind2,-1.4709537102550347,1.4709537102550347,3.476083025213006,False
22,14,1.06,blind2,-0.5591220346129074,0.5591220346129074,2.599827428474777,False
22,14,1.275,blind2,-1.5418584843677527,1.5418584843677527,3.491047900721933,False
22,14,1.675,blind2,0.5248881757588523,0.5248881757588523,2.4446961983838333,False
22,14,1.875,blind2,0.5464221637987499,0.5464221637987499,2.3693267800820594,False
22,28,0.325,blind2,-0.14996846328677058,0.14996846328677058,1.3796364947598727,False
22,28,0.525,blind2,-0.6300247321275351,0.6300247321275351,2.0981557674889184,False
22,28,0.725,blind2,-1.1556688802697332,1.1556688802697332,2.9250103137529404,False
22,28,0.94,blind2,1.7259862254240008,1.7259862254240008,3.8420986097445375,False
22,28,1.0,blind2,-0.1581250258778883,0.1581250258778883,2.2060441206876003,False
22,28,1.06,blind2,-1.7511836503497042,1.7511836503497042,3.737969105709449,False
22,28,1.275,blind2,-0.5500917136526223,0.5500917136526223,2.3879720501960633,False
22,28,1.675,blind2,-0.6498773762117673,0.6498773762117673,2.263869977597066,False
22,28,1.875,blind2,0.0077906453134062685,0.0077906453134062685,1.6009407261071917,False
22,56,0.325,blind2,-1.9586760397282361,1.9586760397282361,2.799015418878814,False
22,56,0.525,blind2,0.2110974698637853,0.2110974698637853,1.275716815871486,False
