k,N,p_bias,absolute_relative_error_percent
6,28,1.0,1.6840742889423832
7,28,1.0,0.42246634634962743
8,28,1.0,0.1411896131963597
9,28,1.0,0.2747902486164493
10,28,1.0,0.9884734151092004
11,28,1.0,0.3064838243930204
12,28,1.0,0.014659753038942375
13,28,1.0,0.10777662252441748
14,28,1.0,0.02740478804908903
15,28,1.0,0.60130163192775
16,28,1.0,0.45239540494840313
17,28,1.0,0.9218320470884646
18,28,1.0,0.2108825566074277
19,28,1.0,0.10127454522086754
20,28,1.0,0.18352287099510048
21,28,1.0,0.5903049989197783
22,28,1.0,0.1581250258778883
23,28,1.0,0.37296574647630987
24,28,1.0,0.1511636323182718
25,28,1.0,0.06271585625796795
26,28,1.0,0.5114211002271553
27,28,1.0,0.29208594397193366
28,28,1.0,0.16641992110969736
29,28,1.0,0.41201614022314015
30,28,1.0,0.25493821565285624
31,28,1.0,0.3645782385984006
32,28,1.0,0.039512841959573095
33,28,1.0,0.4511292258269264
34,28,1.0,0.005166468805215718
35,28,1.0,0.16053562960913573
36,28,1.0,0.45938779208654235
37,28,1.0,0.39321532943765103
38,28,1.0,0.585312068720698
39,28,1.0,0.7788839479191872
40,28,1.0,0.8584051026684136
41,28,1.0,0.19825253455811104
42,28,1.0,0.048242845088790155
43,28,1.0,0.3488474504267166
44,28,1.0,0.026522001232441535
45,28,1.0,0.3874908563959554
46,28,1.0,0.015336473147057947
47,28,1.0,1.136557969894712
48,28,1.0,0.14405477903261119
49,28,1.0,0.37629207311551094
50,28,1.0,0.620883207075002
3,28,1.06,0.2110717379848268
4,28,1.06,3.8395381136912854
5,28,1.06,1.9760742783283163
6,28,1.06,1.092450748033003
7,28,1.06,0.9384637788395246
8,28,1.06,1.5498963060159945
9,28,1.06,1.3107191147781578
10,28,1.06,1.9300492297051326
11,28,1.06,2.235390359661814
12,28,1.06,2.2028348502594794
13,28,1.06,2.0986256048892065
14,28,1.06,1.9976593709266632
15,28,1.06,2.409851068862394
16,28,1.06,2.0426558511991555
17,28,1.06,2.3167569269239916
18,28,1.06,1.5681237698448516
19,28,1.06,2.371887677305541
20,28,1.06,1.9886684765377374
21,28,1.06,1.4282546317734104
22,28,1.06,1.7511836503497042
23,28,1.06,1.2285491185242197
24,28,1.06,1.7681013204474638
25,28,1.06,1.788815972495832
26,28,1.06,1.562776830376877
27,28,1.06,1.3820257336020154
28,28,1.06,1.0213285576702573
29,28,1.06,0.9497954900613934
30,28,1.06,1.0357892856165034
31,28,1.06,0.9141346170137634
32,28,1.06,0.6895639754085551
33,28,1.06,0.3232456047018809
34,28,1.06,1.0671603831691083
35,28,1.06,0.10408361143055626
36,28,1.06,0.8746670040867646
37,28,1.06,0.35902358963240294
38,28,1.06,0.01519099265440336
39,28,1.06,0.8934697714099361
40,28,1.06,0.8244402689533246
41,28,1.06,0.7902266805812521
42,28,1.06,0.19834331889308862
43,28,1.06,0.5634717937179969
44,28,1.06,0.6403745933972607
45,28,1.06,0.4424239366448521
46,28,1.06,0.10616604549978101
47,28,1.06,0.8111214828228643
48,28,1.06,0.414636730176577
49,28,1.06,1.7207950409305137
50,28,1.06,1.0344840839295764
3,28,1.275,0.4601518489438985
4,28,1.275,0.7640287770509031
5,28,1.275,0.8451105026331656
6,28,1.275,1.6024424452209614
7,28,1.275,1.7670315795450278
8,28,1.275,2.275564361116278
9,28,1.275,1.7792183409444824
10,28,1.275,1.6485823379024107
11,28,1.275,0.9081602350795954
12,28,1.275,1.6979849006196417
13,28,1.275,0.9456494540521342
14,28,1.275,0.2881907004151796
15,28,1.275,0.48598372849652255
16,28,1.275,0.3885339072657042
17,28,1.275,0.48068659309900486
18,28,1.275,0.20878555228771206
19,28,1.275,0.7730885474559331
20,28,1.275,0.47787954156244816
21,28,1.275,0.29345236772263567
22,28,1.275,0.5500917136526223
23,28,1.275,0.023042273358253373
24,28,1.275,0.07562082773530292
25,28,1.275,0.6308085502796815
26,28,1.275,0.05687726073857788
27,28,1.275,0.19710545856133857
28,28,1.275,0.2521410489094802
29,28,1.275,0.9244854767847954
30,28,1.275,0.6280723309252776
31,28,1.275,0.38837957409562396
32,28,1.275,0.006913336087716938
33,28,1.275,0.43026413149250314
34,28,1.275,0.2505623436126771
35,28,1.275,0.9549530213200131
36,28,1.275,0.21144336498891608
37,28,1.275,0.4132533084450394
38,28,1.275,0.4356821893318564
39,28,1.275,0.19887767707845325
40,28,1.275,0.2752673911845188
41,28,1.275,0.04831459694757746
42,28,1.275,0.48088251985231745
43,28,1.275,0.3534406135163894
44,28,1.275,0.45005114510562233
45,28,1.275,0.6834365312073662
46,28,1.275,0.1644862840306186
47,28,1.275,0.2775796909183062
48,28,1.275,0.15286252914218235
49,28,1.275,0.8129683291603882
50,28,1.275,0.03694851372403827
3,28,1.675,0.3603531491435176
4,28,1.675,1.2029273167646926
5,28,1.675,0.4968259524380967
6,28,1.675,0.7536531047189957
7,28,1.675,0.21477020399977828
8,28,1.675,0.05616259940885721
9,28,1.675,0.2241696198980222
10,28,1.675,0.14160193147651148
11,28,1.675,0.3360704400079042
12,28,1.675,0.3100378365810235
13,28,1.675,0.4785645609828347
14,28,1.675,0.29827319397736807
15,28,1.675,0.014904375031827077
16,28,1.675,0.9608444466723893
17,28,1.675,0.35985794153774486
18,28,1.675,0.49234829070140806
19,28,1.675,0.9252880279627451
20,28,1.675,0.2607730006956599
21,28,1.675,0.2139497310274649
22,28,1.675,0.6498773762117673
23,28,1.675,0.4877325974808928
24,28,1.675,0.26592932835751937
25,28,1.675,0.7061379743398105
26,28,1.675,0.20279533388322968
27,28,1.675,0.22318528837632332
28,28,1.675,0.26070856738225184
29,28,1.675,0.5102548231801424
30,28,1.675,0.6544699089168804
31,28,1.675,0.04773786293364355
32,28,1.675,0.21929899785388002
33,28,1.675,0.3605960270417151
34,28,1.675,0.2152067991675181
35,28,1.675,0.39044496244997134
36,28,1.675,0.25349085219461476
37,28,1.675,0.4022745187711836
38,28,1.675,0.13908294915210628
39,28,1.675,0.6192430871117129
40,28,1.675,0.6833665506279042
41,28,1.675,0.08265221210858864
42,28,1.675,0.4300959857934763
43,28,1.675,0.057910589163703535
44,28,1.675,0.1756827044986811
45,28,1.675,0.3569900719738632
46,28,1.675,0.08211661366284664
47,28,1.675,0.16728224151368074
48,28,1.675,0.23340358625959876
49,28,1.675,0.07742100392521542
50,28,1.675,0.7826030530956626
3,28,1.875,0.009569342930161933
4,28,1.875,1.9141064454869894
5,28,1.875,1.2774065484736634
6,28,1.875,0.44368739306417593
7,28,1.875,0.25296798195856807
8,28,1.875,0.37477639490974174
9,28,1.875,0.25830751501445026
10,28,1.875,0.26733711557704415
11,28,1.875,1.5841825205337416
12,28,1.875,1.1579606993540386
13,28,1.875,1.0535642343721154
14,28,1.875,1.2816202480164163
15,28,1.875,0.7081986146780713
16,28,1.875,0.5819416400784146
17,28,1.875,0.23819813791585437
18,28,1.875,0.3629992015148845
19,28,1.875,0.17866310162896504
20,28,1.875,0.7842792979093601
21,28,1.875,0.2346698607897829
22,28,1.875,0.0077906453134062685
23,28,1.875,0.29552079768711625
24,28,1.875,0.6358495428107337
25,28,1.875,0.6115995185253115
26,28,1.875,0.39335438874628786
27,28,1.875,0.003798755166141643
28,28,1.875,0.08737739050798232
29,28,1.875,0.17102544668875358
30,28,1.875,0.010199039591325927
31,28,1.875,0.019359106019275707
32,28,1.875,0.7082441439510889
33,28,1.875,0.5594250523184292
34,28,1.875,0.1370679638123035
35,28,1.875,0.5510182851919122
36,28,1.875,0.09534573134462172
37,28,1.875,0.15934047906999357
38,28,1.875,0.28448269901253853
39,28,1.875,0.3561941659733742
40,28,1.875,0.4792023171471419
41,28,1.875,0.43866743867002606
42,28,1.875,0.33218494623064654
43,28,1.875,0.33257921279503616
44,28,1.875,0.029264898493383484
45,28,1.875,0.32374881961375235
46,28,1.875,0.03980290202611852
47,28,1.875,0.33331401489675994
48,28,1.875,0.05984018518789992
49,28,1.875,0.029914679726178173
50,28,1.875,0.6841043395676387
3,56,0.325,0.06736678085063838
4,56,0.325,0.3475619106247695
5,56,0.325,0.9488082584685793
6,56,0.325,1.186588166330761
7,56,0.325,1.1629990666616525
8,56,0.325,1.2557179661472442
9,56,0.325,1.0238374597527458
10,56,0.325,1.4986970004818356
11,56,0.325,1.800126187928904
12,56,0.325,1.5400268066813672
13,56,0.325,1.7098612226370409
14,56,0.325,1.2465898687160175
15,56,0.325,1.8910372216705333
16,56,0.325,1.794076248012138
17,56,0.325,1.843747069356431
18,56,0.325,1.8892694904615204
19,56,0.325,1.8666120054543287
20,56,0.325,1.6406681028619938
21,56,0.325,1.711294815273184
22,56,0.325,1.9586760397282361
23,56,0.325,1.537075129226938
24,56,0.325,1.8381498527065825
25,56,0.325,1.7826897700613056
26,56,0.325,1.9813347803740575
27,56,0.325,1.650200728881605
28,56,0.325,1.7686103518340541
29,56,0.325,1.64653840395633
30,56,0.325,1.6840000156145833
31,56,0.325,1.3837776666075998
32,56,0.325,1.7294472974441513
33,56,0.325,1.9190982267937746
34,56,0.325,1.568881249673808
35,56,0.325,1.8034407461224211
36,56,0.325,1.6819416307894015
37,56,0.325,1.411544819482312
38,56,0.325,1.5345082148299807
39,56,0.325,1.5150632252429403
40,56,0.325,1.6211118610961028
41,56,0.325,1.6617143010305993
42,56,0.325,1.8470966899295602
43,56,0.325,1.5184839481289931
44,56,0.325,1.7288648912100049
45,56,0.325,1.6276102680675613
46,56,0.325,1.4974136486047265
47,56,0.325,1.0691480391332029
48,56,0.325,1.282642530225447
49,56,0.325,1.4511411085994308
50,56,0.325,1.30273115000924
3,56,0.525,0.08806856385016178
4,56,0.525,0.03676401693329123
5,56,0.525,0.5156562457438949
6,56,0.525,0.2847737635024805
7,56,0.525,0.40096369708063445
8,56,0.525,0.770898745841674
9,56,0.525,0.7352110571882058
10,56,0.525,0.4499643514954762
11,56,0.525,0.671312527961868
12,56,0.525,0.6457336891101467
13,56,0.525,0.2868544249402692
14,56,0.525,0.25432539973535034
15,56,0.525,0.11692303014567156
16,56,0.525,0.3718819253492677
17,56,0.525,0.20579210544296872
18,56,0.525,0.05276884842908573
19,56,0.525,0.16644504762600643
20,56,0.525,0.09915056961715454
21,56,0.525,0.5810593540588792
22,56,0.525,0.2110974698637853
23,56,0.525,0.24697252411428233
24,56,0.525,0.7802911829798874
25,56,0.525,0.09230126460028217
26,56,0.525,0.102855500507305
27,56,0.525,0.12200566607160658
28,56,0.525,0.025571591946520752
29,56,0.525,0.21582958148050305
30,56,0.525,0.01116295232516025
31,56,0.525,0.2679766720707698
32,56,0.525,0.45223217481821004
33,56,0.525,0.032216364054473326
34,56,0.525,0.03729788320839573
35,56,0.525,0.2614175790466363
36,56,0.525,0.2335402012376543
37,56,0.525,0.009918132888208121
38,56,0.525,0.016031655638547134
39,56,0.525,0.13552882954830162
40,56,0.525,0.31243329880927345
41,56,0.525,0.13145014878417405
42,56,0.525,0.3057562823730051
43,56,0.525,0.02084840711658744
44,56,0.525,0.012090206142886271
45,56,0.525,0.14013898319776724
46,56,0.525,0.16836886086733768
47,56,0.525,0.3346381283747391
48,56,0.525,0.11846078605934005
49,56,0.525,0.09186638684230569
50,56,0.525,0.05624292440813975
3,56,0.725,0.6052097126941067
4,56,0.725,0.2212398784191002
5,56,0.725,0.1014092818614572
6,56,0.725,0.17248698546477248
7,56,0.725,0.026519325932221165
8,56,0.725,0.30750893876857266
9,56,0.725,0.03627638250033405
10,56,0.725,0.9338498923499929
11,56,0.725,0.02959208765926332
12,56,0.725,0.4311206532933553
13,56,0.725,0.03685225659598778
14,56,0.725,0.5914570245934397
15,56,0.725,0.019705271100982285
16,56,0.725,0.3415618712896149
17,56,0.725,0.1812177487755853
18,56,0.725,0.6076360714412281
19,56,0.725,0.03601390519396003
20,56,0.725,0.2753135924013046
21,56,0.725,0.4027500649056894
22,56,0.725,0.04426611072240281
23,56,0.725,0.41251294352217943
24,56,0.725,0.2246036599467436
25,56,0.725,0.4243784793497822
26,56,0.725,0.012954402306995634
27,56,0.725,0.09103532619431917
28,56,0.725,0.18942472793636514
29,56,0.725,0.531579815241745
30,56,0.725,0.06769075572158774
31,56,0.725,0.12955077741255522
32,56,0.725,0.3308089291844486
33,56,0.725,0.3296980864933715
34,56,0.725,0.3677934036509576
35,56,0.725,0.3773356659663973
36,56,0.725,0.2564783009809056
37,56,0.725,0.27785524042234566
38,56,0.725,0.1706946137464985
39,56,0.725,0.2582449332871145
40,56,0.725,0.4234644059987623
41,56,0.725,0.04648065370788141
42,56,0.725,0.2715332087281247
43,56,0.725,0.4925295510322992
44,56,0.725,0.1754710520466688
45,56,0.725,0.17120033271146656
46,56,0.725,0.021246132057427303
47,56,0.725,0.36874196089326
48,56,0.725,0.24918118724536714
49,56,0.725,0.20132774062560058
50,56,0.725,0.47144602506388256
3,56,0.94,0.20466460756732777
4,56,0.94,0.8678570767382771
5,56,0.94,2.505293208855287
6,56,0.94,0.9256474123137499
7,56,0.94,0.9331044514247676
8,56,0.94,0.6144594788354039
9,56,0.94,1.036059580672326
10,56,0.94,0.30525771730130496
11,56,0.94,2.4530673238599134
12,56,0.94,1.1405321559701456
13,56,0.94,1.6669206932698706
14,56,0.94,1.576270261344458
15,56,0.94,2.153422909053625
16,56,0.94,0.9031073671512001
17,56,0.94,1.9476255759908265
18,56,0.94,0.5398292687761439
19,56,0.94,1.7414124230313262
20,56,0.94,0.7370896495994128
21,56,0.94,1.0936349510601888
22,56,0.94,1.2031491281042217
23,56,0.94,1.2744543886716289
24,56,0.94,0.6983373507297794
25,56,0.94,1.1506645735120271
26,56,0.94,0.6004044588858352
27,56,0.94,0.6072736769644289
28,56,0.94,0.5447781430627314
29,56,0.94,0.590168948712173
30,56,0.94,0.8826647599695481
31,56,0.94,0.39931051284143887
32,56,0.94,0.8738029368088931
33,56,0.94,0.016683406663545074
34,56,0.94,0.2403284829174497
35,56,0.94,0.20533432861649803
36,56,0.94,0.18137952823441167
37,56,0.94,0.10207221121049616
38,56,0.94,0.04852391164958031
39,56,0.94,0.43317818946887127
40,56,0.94,0.23081201710528484
41,56,0.94,0.4128727337266485
42,56,0.94,0.22386590507001008
43,56,0.94,0.3613470771806102
44,56,0.94,0.030125557852566223
45,56,0.94,0.3930231922834306
46,56,0.94,0.4702407834062239
47,56,0.94,0.13485724833500393
48,56,0.94,0.26940032894871385
49,56,0.94,0.07393380638522516
50,56,0.94,0.2198887632076218
3,56,1.0,0.4719436777838406
4,56,1.0,0.17217238817170613
5,56,1.0,0.5524351717735014
6,56,1.0,0.51586169372593
7,56,1.0,0.27660631558586146
8,56,1.0,1.8116131880779565
9,56,1.0,0.7782131059940314
10,56,1.0,0.18592901021119698
11,56,1.0,0.5950425728002959
12,56,1.0,0.872310682466713
13,56,1.0,0.7090282900625899
14,56,1.0,0.974350669802836
15,56,1.0,0.3301340096748357
16,56,1.0,0.8482359940758852
17,56,1.0,0.5086131004326528
18,56,1.0,0.5643075242176145
19,56,1.0,0.3892729481155029
20,56,1.0,0.0344947392556889
21,56,1.0,0.5034949403926627
22,56,1.0,0.001659044730338411
23,56,1.0,0.40508465101094315
24,56,1.0,0.6391535361557401
25,56,1.0,0.18032976676808943
26,56,1.0,0.35895165656940065
27,56,1.0,0.2723344581298741
28,56,1.0,0.118402704097726
29,56,1.0,0.6121212597708557
30,56,1.0,0.5799205264376983
31,56,1.0,0.8605402396907803
32,56,1.0,0.2489185606275954
33,56,1.0,0.33548934370709954
34,56,1.0,1.0261541165976462
35,56,1.0,0.09241747895917124
36,56,1.0,0.06233730337631059
37,56,1.0,0.0180966778230416
38,56,1.0,0.9344892338355868
39,56,1.0,0.315110516237503
40,56,1.0,0.5070365528918367
41,56,1.0,0.03769139193055499
42,56,1.0,0.8888727443270004
43,56,1.0,0.06298794102591956
44,56,1.0,0.3170309594798428
45,56,1.0,0.24512663231699997
46,56,1.0,0.6472380547944697
47,56,1.0,0.44361202883086875
48,56,1.0,1.0393993699512136
49,56,1.0,0.008176751026616056
50,56,1.0,0.15286280356581644
3,56,1.06,0.7649958786480423
4,56,1.06,1.2167215501192274
5,56,1.06,0.8055658283267455
6,56,1.06,0.49514783648621985
7,56,1.06,0.42247880514668007
8,56,1.06,0.59376961385764
9,56,1.06,0.1133922067329861
10,56,1.06,1.4179498591940922
11,56,1.06,2.270411757793713
12,56,1.06,0.9152930575086387
13,56,1.06,2.1553084597053793
14,56,1.06,1.498078179777654
15,56,1.06,1.3389255313794288
16,56,1.06,1.9387652270338118
17,56,1.06,1.5283541858910108
18,56,1.06,1.8689145340098325
19,56,1.06,0.9509799238830712
20,56,1.06,1.255313094389876
21,56,1.06,1.3938617029880105
22,56,1.06,1.0276826233349996
23,56,1.06,0.6316300797334745
24,56,1.06,1.6928445978967686
25,56,1.06,1.0536298283186627
26,56,1.06,0.9732487066458393
27,56,1.06,0.03535639280759961
28,56,1.06,0.5937837344850869
29,56,1.06,0.5090981852662454
30,56,1.06,0.21454896425063957
31,56,1.06,0.014791121123363131
32,56,1.06,0.7480763689479778
33,56,1.06,0.15368986482429778
34,56,1.06,0.33612064624697235
35,56,1.06,0.8796307326347921
36,56,1.06,0.3001391304605324
37,56,1.06,0.6288811617732943
38,56,1.06,0.7892900151837425
39,56,1.06,0.49787085869516756
40,56,1.06,0.7596416080777914
41,56,1.06,0.4353225718123048
42,56,1.06,0.6252887423697151
43,56,1.06,0.1787126071659555
44,56,1.06,0.39665058949868326
45,56,1.06,0.6982995387900327
46,56,1.06,1.1838202582172317
47,56,1.06,0.5572995089848758
48,56,1.06,0.13406630111120124
49,56,1.06,0.707691027201265
50,56,1.06,0.6372386206812244
3,56,1.275,0.2743566252817873
4,56,1.275,0.6591561028769234
5,56,1.275,0.8200928403754865
6,56,1.275,0.9794989632568591
7,56,1.275,1.106072509132831
8,56,1.275,0.8544769383423741
9,56,1.275,0.7289306691520917
10,56,1.275,1.4725917636018295
11,56,1.275,0.9638851833471823
12,56,1.275,1.0957894035918208
13,56,1.275,0.8042893110248056
14,56,1.275,0.4951639186961651
15,56,1.275,0.43886757835240486
16,56,1.275,0.7898780913886825
17,56,1.275,0.1812800307567491
18,56,1.275,0.06763353952186126
19,56,1.275,0.5086536144872646
20,56,1.275,0.4592954502428587
21,56,1.275,0.6081371179238954
22,56,1.275,0.08684934800275308
23,56,1.275,0.2145478229047721
24,56,1.275,0.3846485734461723
25,56,1.275,0.16748921043754791
26,56,1.275,0.17583652727657928
27,56,1.275,0.4385609920569437
28,56,1.275,0.003646129802294776
29,56,1.275,0.7210799777793175
30,56,1.275,0.39332910771602203
31,56,1.275,0.36661308105690305
32,56,1.275,0.1584049126772081
33,56,1.275,0.39194771890140523
34,56,1.275,0.1536456765118918
35,56,1.275,0.3456830487607746
36,56,1.275,0.20395330170111234
37,56,1.275,0.05083079503589905
38,56,1.275,0.08434566577807762
39,56,1.275,0.6301046893287258
40,56,1.275,0.45284773621829166
41,56,1.275,0.6595097725868064
42,56,1.275,0.32771108090964723
43,56,1.275,0.5809971553675056
44,56,1.275,0.32561703453787827
45,56,1.275,0.29256027182341504
46,56,1.275,0.394301597353351
47,56,1.275,0.4654628753582299
48,56,1.275,0.7892727579911314
49,56,1.275,0.15785651442222043
50,56,1.275,0.10382839796895774
3,56,1.675,0.06419766108964761
4,56,1.675,0.6197063862006824
5,56,1.675,1.0152463881782028
6,56,1.675,0.6620027363927232
7,56,1.675,0.20442369536344457
8,56,1.675,0.5235036128049484
9,56,1.675,0.4466637019203531
10,56,1.675,0.2542067191906699
11,56,1.675,1.111248763232348
12,56,1.675,0.5438660588528464
13,56,1.675,0.751944406006491
14,56,1.675,0.7636490388783518
15,56,1.675,0.735490619096752
16,56,1.675,0.27030872790592547
17,56,1.675,0.20808237771724108
18,56,1.675,0.6583821577224654
19,56,1.675,1.3223155558190818
20,56,1.675,1.3243681019539935
21,56,1.675,0.543057725876768
22,56,1.675,0.6777939347857652
23,56,1.675,0.3900797151796747
24,56,1.675,0.7466939972370263
25,56,1.675,0.36707832534371626
26,56,1.675,0.3167703673835942
27,56,1.675,0.14146202925730844
28,56,1.675,0.7538457545203228
29,56,1.675,0.08708294324683746
30,56,1.675,0.538514125309669
31,56,1.675,0.11202317377663347
32,56,1.675,0.12646992479527133
33,56,1.675,0.21085656368450847
34,56,1.675,0.2868495824925303
35,56,1.675,0.27098625162670537
36,56,1.675,0.3473453094748184
37,56,1.675,0.33972576821987477
38,56,1.675,0.028825246353128987
39,56,1.675,0.18914505592332623
40,56,1.675,0.1244088125532897
41,56,1.675,0.3160056367889207
42,56,1.675,0.3220018138626236
43,56,1.675,0.2429779450535685
44,56,1.675,0.22252381386954376
45,56,1.675,0.3038005441634952
46,56,1.675,0.12248261093301292
47,56,1.675,0.06123041492589687
48,56,1.675,0.3106114829134988
49,56,1.675,0.17071433914018905
50,56,1.675,0.8506109175594183
3,56,1.875,0.180167758364915
4,56,1.875,1.0666285495469023
5,56,1.875,1.3029870757228454
6,56,1.875,1.0341875210713896
7,56,1.875,0.935952547145474
8,56,1.875,0.6263628382829955
9,56,1.875,0.24673951794256466
10,56,1.875,0.653275683765069
11,56,1.875,1.1262347843690852
12,56,1.875,0.5306614438508568
13,56,1.875,0.9109288315974051
14,56,1.875,1.01398006351985
15,56,1.875,0.9223889890206773
16,56,1.875,1.1166185712000438
17,56,1.875,0.9380675037740227
18,56,1.875,1.3855871896392078
19,56,1.875,1.0293399549357536
20,56,1.875,1.3543340655749534
21,56,1.875,1.0103512278995426
22,56,1.875,0.9576191846835268
23,56,1.875,1.3702277634941373
24,56,1.875,0.882480535941367
25,56,1.875,0.5375843166330708
26,56,1.875,0.7192097040250692
27,56,1.875,0.7695800654053112
28,56,1.875,0.06481549955238286
29,56,1.875,0.15514787766651475
30,56,1.875,0.1906515817339403
31,56,1.875,0.012484165876599701
32,56,1.875,0.03397312138839022
33,56,1.875,0.16125424687677076
34,56,1.875,0.02658857467422189
35,56,1.875,0.643759121423948
36,56,1.875,0.11793596804859853
37,56,1.875,0.21345127249145301
38,56,1.875,0.12741363384293322
39,56,1.875,0.08179675240615214
40,56,1.875,0.1820171741472928
41,56,1.875,0.032942332935840056
42,56,1.875,0.7868604713089178
43,56,1.875,0.379208593697888
44,56,1.875,0.9313468794280216
45,56,1.875,0.4120381554378469
46,56,1.875,0.03871561293321598
47,56,1.875,0.6155739559404823
48,56,1.875,0.1811189884775847
49,56,1.875,0.6609342032075388
50,56,1.875,0.11950034625909023
3,112,0.325,0.10150918665949933
4,112,0.325,0.03070138714449062
5,112,0.325,0.07136339101821043
6,112,0.325,0.11572529639487589
7,112,0.325,0.17351536514547095
8,112,0.325,0.12614647325471298
9,112,0.325,0.06519873104819567
10,112,0.325,0.045686706993329385
11,112,0.325,0.0779127287136329
12,112,0.325,0.2500895803728795
13,112,0.325,0.022937325646455127
14,112,0.325,0.1384129166280014
15,112,0.325,0.38323824786167265
16,112,0.325,0.530516888737675
17,112,0.325,0.4732888292529382
18,112,0.325,0.4733788676225771
19,112,0.325,0.762025036622822
20,112,0.325,0.7651045803431299
21,112,0.325,0.9692232673531621
22,112,0.325,1.0268973670574781
23,112,0.325,1.1901511087307277
24,112,0.325,1.1103970492494928
25,112,0.325,1.2878489865442833
26,112,0.325,0.9857659820028862
27,112,0.325,1.255762024010045
28,112,0.325,1.035334527957643
29,112,0.325,1.224335920091975
30,112,0.325,1.6462419298690165
31,112,0.325,1.4426571073268506
32,112,0.325,1.246552624433355
33,112,0.325,1.2755775014101267
34,112,0.325,1.7942880337696758
35,112,0.325,1.5237387292646825
36,112,0.325,1.7773395549266948
37,112,0.325,1.2192838677493922
38,112,0.325,1.661184041146952
39,112,0.325,1.8348848679450056
40,112,0.325,1.5602386581399919
41,112,0.325,1.8890682005555965
42,112,0.325,1.7601731449838094
43,112,0.325,1.9857526130911825
44,112,0.325,1.898548546390938
45,112,0.325,1.8966141831147394
46,112,0.325,1.8600687240248845
47,112,0.325,1.8162374304741442
48,112,0.325,2.2847574420354233
49,112,0.325,2.0334987098634785
50,112,0.325,1.923095724552994
3,112,0.525,0.15282993967526773
4,112,0.525,0.07780230039701085
5,112,0.525,0.13717750222206596
6,112,0.525,0.1154234160339422
7,112,0.525,0.11810651703237861
8,112,0.525,0.041144153594430584
9,112,0.525,0.009238564399823276
10,112,0.525,0.11997113922642064
11,112,0.525,0.09184089890055427
12,112,0.525,0.26939260362247625
13,112,0.525,0.25521700675518466
14,112,0.525,0.3056208207857226
15,112,0.525,0.24747252178738263
16,112,0.525,0.2108869705962348
17,112,0.525,0.21773364113383648
18,112,0.525,0.1036548041584402
19,112,0.525,0.02681384807692336
20,112,0.525,0.10266775774759672
21,112,0.525,0.32464149630300665
22,112,0.525,0.25367646155829054
23,112,0.525,0.13099648438307296
24,112,0.525,0.3551979586442799
25,112,0.525,0.5145462279272192
26,112,0.525,0.7613593153676541
27,112,0.525,0.07731671273717843
28,112,0.525,0.2946043065473081
29,112,0.525,0.6358197384801555
30,112,0.525,0.4596443460855327
31,112,0.525,0.40186422676237965
32,112,0.525,0.3941901423050045
33,112,0.525,0.894294077713796
34,112,0.525,0.7044540268198004
35,112,0.525,0.4990224512404111
36,112,0.525,0.8067764235659194
37,112,0.525,0.554370494927094
38,112,0.525,0.5932606946270279
39,112,0.525,0.6990131455523863
40,112,0.525,0.8424617358318428
41,112,0.525,0.819199341893999
42,112,0.525,0.6192439259861525
43,112,0.525,0.7724779788859404
44,112,0.525,0.6323166594708562
45,112,0.525,0.8827248657935374
46,112,0.525,0.4839744360917963
47,112,0.525,0.6881637907107311
48,112,0.525,0.5825267020561363
49,112,0.525,0.8524424415210214
50,112,0.525,0.8433632379838133
3,112,0.725,0.15130593647794383
4,112,0.725,0.048965966951791694
5,112,0.725,0.3959010956791844
6,112,0.725,0.16369365808806743
7,112,0.725,0.226358268121757
8,112,0.725,0.09835650359232882
9,112,0.725,0.06414081645339195
10,112,0.725,0.1458955808254033
11,112,0.725,0.10142717524348319
12,112,0.725,0.24392179591075833
13,112,0.725,0.3519921015266002
14,112,0.725,0.05901333410787015
15,112,0.725,0.287455385948983
16,112,0.725,0.40929300707359473
17,112,0.725,0.20189329954909715
18,112,0.725,0.45054563795808866
19,112,0.725,0.2203256807632161
20,112,0.725,0.021045350755010826
21,112,0.725,0.12328530892140796
22,112,0.725,0.025944229284476508
23,112,0.725,0.050392876453441184
24,112,0.725,0.08459158616987177
25,112,0.725,0.20653119681497434
26,112,0.725,0.22078720693434364
27,112,0.725,0.09854139780710638
28,112,0.725,0.24434265503517177
29,112,0.725,0.44265114067905187
30,112,0.725,0.1296537463677499
31,112,0.725,0.11455239533088553
32,112,0.725,0.1289218860689338
33,112,0.725,0.44366855253472737
34,112,0.725,0.1370058826484804
35,112,0.725,0.6420311177629093
36,112,0.725,0.3069554281966552
37,112,0.725,0.29577676465017166
38,112,0.725,0.12392688487878067
39,112,0.725,0.1004306230156814
40,112,0.725,0.05841098811221738
41,112,0.725,0.07604500864913528
42,112,0.725,0.10944859890221072
43,112,0.725,0.2493249068591572
44,112,0.725,0.0007031200561882418
45,112,0.725,0.24489597641500424
46,112,0.725,0.11310061907858235
47,112,0.725,0.21506364507492573
48,112,0.725,0.24526743804824228
49,112,0.725,0.11748206393393189
50,112,0.725,0.4425115542428636
3,112,0.94,0.0671089403334333
4,112,0.94,0.12050639259981091
5,112,0.94,1.8145905398972297
6,112,0.94,1.0600629128968202
7,112,0.94,1.2396800349325638
8,112,0.94,0.8878038997394467
9,112,0.94,0.0968885862147222
10,112,0.94,0.1454211362057763
11,112,0.94,0.40458810713659854
12,112,0.94,0.34763851757863246
13,112,0.94,0.29153208386214324
14,112,0.94,1.8573687013930589
15,112,0.94,0.9781151330322804
