experiment_id,stage,regime,alpha,scale,seed,block,block_size,mean_tau,normalized_mean
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,33,200,3243.305,0.9173451835824941
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,34,200,3220.865,0.9109981931145636
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,35,200,3216.875,0.9098696506917899
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,36,200,3251.53,0.9196715648925979
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,37,200,3237.01,0.9155646887074664
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,38,200,3237.3,0.9156467130940841
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,39,200,3163.79,0.8948549453000748
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,0,200,9317.65,0.931765
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,1,200,9187.335,0.9187334999999999
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,2,200,9308.695,0.9308695
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,3,200,9187.985,0.9187985000000001
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,4,200,9191.435,0.9191435
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,5,200,9205.25,0.920525
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,6,200,9184.045,0.9184045
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,7,200,9357.895,0.9357895
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,8,200,9174.015,0.9174015
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,9,200,9160.585,0.9160584999999999
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,10,200,9166.315,0.9166315
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,11,200,9320.205,0.9320205
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,12,200,9315.375,0.9315375
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,13,200,9271.07,0.927107
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,14,200,9304.24,0.930424
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,15,200,9112.785,0.9112785
