experiment_id,stage,regime,alpha,scale,seed,block,block_size,mean_tau,normalized_mean
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,9,200,9116.755,0.9116755
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,10,200,9223.895,0.9223895000000001
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,11,200,9236.555,0.9236555000000001
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,12,200,9271.615,0.9271615
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,13,200,9296.275,0.9296274999999999
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,14,200,9338.855,0.9338854999999999
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,15,200,9261.83,0.926183
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,16,200,9312.3,0.9312299999999999
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,17,200,9164.915,0.9164915000000001
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,18,200,9337.955,0.9337955
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,19,200,9113.495,0.9113495
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,20,200,9346.28,0.934628
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,21,200,9181.46,0.9181459999999999
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,22,200,9131.085,0.9131084999999999
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,23,200,9311.66,0.9311659999999999
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,24,200,9476.135,0.9476135
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,25,200,9328.02,0.932802
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,26,200,9097.355,0.9097354999999999
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,27,200,9481.32,0.948132
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,28,200,9128.3,0.9128299999999999
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,29,200,9218.1,0.92181
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,30,200,9272.565,0.9272565
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,31,200,9621.18,0.962118
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,32,200,9227.225,0.9227225
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,33,200,9010.55,0.9010549999999999
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,34,200,9246.98,0.9246979999999999
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,35,200,9277.47,0.927747
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,36,200,9124.545,0.9124545000000001
